chroma 0 mean,chroma 0 std,chroma 1 mean,chroma 1 std,chroma 2 mean,chroma 2 std,chroma 3 mean,chroma 3 std,chroma 4 mean,chroma 4 std,chroma 5 mean,chroma 5 std,chroma 6 mean,chroma 6 std,chroma 7 mean,chroma 7 std,chroma 8 mean,chroma 8 std,chroma 9 mean,chroma 9 std,chroma 10 mean,chroma 10 std,chroma 11 mean,chroma 11 std,mfccs 0 mean,mfccs 0 std,mfccs 1 mean,mfccs 1 std,mfccs 2 mean,mfccs 2 std,mfccs 3 mean,mfccs 3 std,mfccs 4 mean,mfccs 4 std,mfccs 5 mean,mfccs 5 std,mfccs 6 mean,mfccs 6 std,mfccs 7 mean,mfccs 7 std,mfccs 8 mean,mfccs 8 std,mfccs 9 mean,mfccs 9 std,mfccs 10 mean,mfccs 10 std,mfccs 11 mean,mfccs 11 std,mfccs 12 mean,mfccs 12 std,cent mean,cent std,cent skew,rolloff mean,rolloff std,rolloff skew,contrast 0 mean,contrast 0 std,contrast 1 mean,contrast 1 std,contrast 2 mean,contrast 2 std,contrast 3 mean,contrast 3 std,contrast 4 mean,contrast 4 std,contrast 5 mean,contrast 5 std,contrast 6 mean,contrast 6 std,zrate mean,zrate std,zrate skew,tempo
0.448308059377136,-0.38682093646058946,-0.3842114827565787,0.3724652434175067,-0.42153997859268594,0.3717014036529244,-0.4562083879813473,0.5662252059010081,-0.4647852924593161,-0.4047579234199588,0.45708595615105857,0.5095689595383769,-0.5490161920747149,0.5708427809219383,-0.4682115401569057,0.6333608558753416,-0.6353791661988106,-0.5471420061468864,0.6852066181549853,-0.598868138370659,-0.6357010467719182,-0.6336792808754115,-0.5791975503877994,0.5025116193304076,-0.7058262160834124,0.3950086331061954,-0.5756943640685757,-0.6121905558573909,0.6361915742774734,0.3983602678750627,0.5593898263611242,0.6002506317490388,0.5893104662159776,-0.39266487478320994,0.4448939539437217,-0.591401885269684,0.34096423331052417,0.7736261926280895,0.5243643489099797,0.5545320449952081,0.38874021264388997,0.6613007136848227,0.4383311642279483,0.6872071458319675,-0.4151836114102591,0.4870736681799497,-0.4254602491402595,-0.31603594024133697,0.4151240729058329,-0.5332228479088903,-0.4768854693524226,-0.4859290565011324,-0.4453435925834097,-0.5072560190622957,-0.43841122207388317,-0.4313828182973062,-0.5235743147582187,-0.659424313105592,-0.5378169947753068,0.5192169242855469,0.426548776912031,-0.473084277142049,0.6060617766823011,-0.4782244891239351,0.652601003211506,0.6754428604967533,-0.451759681594432,0.4092129483721979,0.39377968406513847,-0.4613000155920844,0.42579189048014565,-0.41113100407578784,-0.5569301183982818,0.35933253965528866
