ebm,chroma 0 mean,chroma 0 std,chroma 1 mean,chroma 1 std,chroma 2 mean,chroma 2 std,chroma 3 mean,chroma 3 std,chroma 4 mean,chroma 4 std,chroma 5 mean,chroma 5 std,chroma 6 mean,chroma 6 std,chroma 7 mean,chroma 7 std,chroma 8 mean,chroma 8 std,chroma 9 mean,chroma 9 std,chroma 10 mean,chroma 10 std,chroma 11 mean,chroma 11 std,mfccs 0 mean,mfccs 0 std,mfccs 1 mean,mfccs 1 std,mfccs 2 mean,mfccs 2 std,mfccs 3 mean,mfccs 3 std,mfccs 4 mean,mfccs 4 std,mfccs 5 mean,mfccs 5 std,mfccs 6 mean,mfccs 6 std,mfccs 7 mean,mfccs 7 std,mfccs 8 mean,mfccs 8 std,mfccs 9 mean,mfccs 9 std,mfccs 10 mean,mfccs 10 std,mfccs 11 mean,mfccs 11 std,mfccs 12 mean,mfccs 12 std,cent mean,cent std,cent skew,rolloff mean,rolloff std,rolloff skew,contrast 0 mean,contrast 0 std,contrast 1 mean,contrast 1 std,contrast 2 mean,contrast 2 std,contrast 3 mean,contrast 3 std,contrast 4 mean,contrast 4 std,contrast 5 mean,contrast 5 std,contrast 6 mean,contrast 6 std,zrate mean,zrate std,zrate skew,tempo
-0.27156939359707577,-0.01016634312982533,0.00374941332166042,0.05332716334754186,0.05111002622865907,0.029055502249779475,-0.008236265818157274,-0.03227674236648833,0.010097910667255868,0.030640134421395137,0.11489980813786527,0.06276181664350876,-0.007527523679268139,0.013554373150489704,-0.03389951556404144,0.004469826585795393,0.02756689486687076,-0.01737964030414657,-0.022075824487088485,-0.0006671066183044823,0.012008667524863887,-0.04883964061968807,-0.059231824659928045,-0.04202435390871989,-0.002358891124535141,-0.034343257850791634,-0.031235966920830492,-0.07712657585651635,-0.10448513811824622,-0.010402277570563927,-0.022728076321069917,0.0011791407817996723,0.09564777627176263,0.0035653124220994103,0.07068654380926116,0.07343390352590376,-0.009352086410321257,-0.0044454320731219235,-0.04210386056228893,0.016583593369270795,0.014110985867354287,-0.03235534929689628,-0.03399718620477357,0.06954663368220959,0.07850924961697146,0.03934792635627191,-0.04437345960036933,-0.00022676349859313599,0.06697208745440957,0.01309457111217503,0.0047240438399247745,-0.019374515101417127,-0.03049227224255527,-0.04393389547430005,-0.03796468546709247,0.005133595152775818,-0.01795854877404776,-0.00023605265405601255,-0.06271966272165767,-0.062415435431647334,0.047653972838611454,0.008529158263812998,0.002339886314439039,-0.02866025588078264,0.046529253011481,0.012117392815412404,-0.027142887132351145,-0.002847043572048114,-0.04686926145296057,-0.00886409036681707,0.046894263513539154,-0.012749230119949875,-0.003295034390087829,0.024436876395704372,0.02579476370357308
