8.754771202956650455e-01,9.241786725548244430e-01,7.111000126798256993e-01,8.754771202956650455e-01,7.613440431659759255e-01,8.754771202956647125e-01,9.241786725548244430e-01,8.754771202956647125e-01,7.570612785031768377e-01,8.462189523468713892e-01,8.754771202956647125e-01,8.462038917924799009e-01,9.241786725548244430e-01,8.200113796971967295e-01,9.241786725548244430e-01,8.754771202956647125e-01,9.241786725548244430e-01,7.229883503364351593e-01,7.566000240489459960e-01,9.241786725548244430e-01,8.494113047376803394e-01,8.754771202956647125e-01,9.175692303576509223e-01,9.241786725548244430e-01,8.462038917924799009e-01
7.582265662589008359e-01,8.017644830148022983e-01,7.147156125527726056e-01,7.582265662589008359e-01,6.895895376314061798e-01,8.006808207883068240e-01,8.017644830148022983e-01,7.582265662589008359e-01,6.715253643355447721e-01,7.582265662589008359e-01,7.582265662589008359e-01,7.582265662589008359e-01,8.017644830148022983e-01,7.582265662589008359e-01,8.017644830148022983e-01,7.582265662589008359e-01,8.017644830148022983e-01,7.003491670946524472e-01,7.852535932859275869e-01,8.017644830148022983e-01,8.017644830148022983e-01,7.582265662589008359e-01,7.934538209273742648e-01,8.006808207883068240e-01,7.733236802004447297e-01
8.754771202956647125e-01,9.241786725548244430e-01,8.264936783844551993e-01,8.636356076072825294e-01,8.071119700431559352e-01,9.262222171923689684e-01,9.328945648156277137e-01,8.754771202956647125e-01,8.071119700431559352e-01,8.636356076072825294e-01,8.898435080912979744e-01,8.754771202956647125e-01,9.328945648156277137e-01,8.636356076072825294e-01,9.262222171923689684e-01,8.898435080912979744e-01,9.262222171923689684e-01,8.047874036619752092e-01,7.633997379554586793e-01,9.312680226056720967e-01,9.241786725548244430e-01,8.898435080912979744e-01,8.636356076072825294e-01,9.328945648156277137e-01,8.866555228018186963e-01
8.754771202956647125e-01,9.241786725548244430e-01,7.949619572681945190e-01,8.636356076072825294e-01,8.071119700431559352e-01,9.230950103283293018e-01,9.328945648156277137e-01,8.754771202956647125e-01,8.071119700431559352e-01,8.636356076072825294e-01,8.898435080912979744e-01,8.754771202956647125e-01,9.328945648156277137e-01,8.636356076072825294e-01,9.241786725548244430e-01,8.898435080912979744e-01,9.241786725548244430e-01,7.153204834261300826e-01,7.633997379554586793e-01,9.241786725548244430e-01,9.241786725548244430e-01,8.898435080912979744e-01,9.156163800840858569e-01,9.307858746513137937e-01,8.636356076072825294e-01
8.754771202956647125e-01,9.241786725548244430e-01,7.949619572681945190e-01,8.636356076072825294e-01,8.071119700431559352e-01,9.230950103283293018e-01,9.328945648156277137e-01,8.754771202956647125e-01,8.071119700431559352e-01,8.636356076072825294e-01,8.754771202956647125e-01,8.636356076072825294e-01,9.328945648156277137e-01,8.636356076072825294e-01,9.241786725548244430e-01,8.754771202956647125e-01,9.241786725548244430e-01,8.118627022735902532e-01,7.633997379554586793e-01,9.312680226056720967e-01,9.241786725548244430e-01,8.754771202956647125e-01,9.175692303576509223e-01,9.328945648156277137e-01,8.636356076072825294e-01
8.433635980536815513e-01,8.462189523468713892e-01,7.919895502850970992e-01,7.988861911220704881e-01,8.517117725340046519e-01,8.935711603582006113e-01,8.935711603582006113e-01,8.056652677191457057e-01,7.883339896165344474e-01,8.453164483272471719e-01,8.599942356062477700e-01,8.764670137752984536e-01,8.935711603582006113e-01,8.245408281108902449e-01,8.462189523468713892e-01,8.453164483272471719e-01,8.935711603582006113e-01,7.310318182651558416e-01,7.165664477512569963e-01,8.754771202956647125e-01,8.462189523468713892e-01,8.722310354728923798e-01,9.230950103283293018e-01,8.935711603582006113e-01,8.764670137752984536e-01
8.328321378367375960e-01,8.462189523468713892e-01,8.403493318940620238e-01,7.964603500420025517e-01,7.401233701581377833e-01,8.732459793738983622e-01,8.462189523468713892e-01,7.953128713467310096e-01,7.883339896165344474e-01,8.453164483272471719e-01,7.964603500420025517e-01,8.453164483272471719e-01,8.462189523468713892e-01,7.618868342133076066e-01,8.462189523468713892e-01,7.964603500420025517e-01,8.462189523468713892e-01,7.500303834525259283e-01,8.219754890996389118e-01,8.609785005816716907e-01,8.935711603582006113e-01,8.104349629057199245e-01,8.371389874171072387e-01,8.732459793738983622e-01,8.003268199489121937e-01
8.754771202956650455e-01,9.241786725548244430e-01,7.949619572681945190e-01,8.754771202956650455e-01,8.071119700431559352e-01,9.230950103283293018e-01,9.328945648156277137e-01,8.754771202956647125e-01,8.071119700431559352e-01,8.636356076072825294e-01,8.898435080912979744e-01,8.754771202956647125e-01,9.307858746513137937e-01,8.378738823132499958e-01,9.241786725548244430e-01,8.898435080912979744e-01,9.241786725548244430e-01,7.634459177623179604e-01,7.633997379554586793e-01,9.241786725548244430e-01,9.241786725548244430e-01,8.898435080912979744e-01,8.462189523468713892e-01,9.328945648156277137e-01,8.636356076072825294e-01
8.104349629057199245e-01,8.462189523468713892e-01,7.939424005586620536e-01,7.933219198626566548e-01,7.500303834525259283e-01,8.732459793738983622e-01,8.935711603582006113e-01,8.236330442680637187e-01,7.883339896165344474e-01,8.245408281108902449e-01,8.457306200361510706e-01,7.933219198626566548e-01,8.935711603582006113e-01,8.245408281108902449e-01,8.462189523468713892e-01,8.722310354728923798e-01,8.462189523468713892e-01,7.381412035186102338e-01,7.165664477512569963e-01,8.754771202956647125e-01,8.462189523468713892e-01,8.722310354728923798e-01,9.230950103283293018e-01,8.935711603582006113e-01,8.236330442680637187e-01
8.754771202956647125e-01,9.241786725548244430e-01,7.949619572681945190e-01,8.636356076072825294e-01,8.071119700431559352e-01,9.230950103283293018e-01,9.241786725548244430e-01,8.754771202956647125e-01,8.071119700431559352e-01,8.636356076072825294e-01,8.898435080912979744e-01,8.754771202956647125e-01,9.328945648156277137e-01,8.636356076072825294e-01,9.241786725548244430e-01,8.898435080912979744e-01,9.241786725548244430e-01,7.238448286180286795e-01,7.633997379554586793e-01,9.312680226056720967e-01,9.241786725548244430e-01,8.898435080912979744e-01,9.175692303576509223e-01,9.328945648156277137e-01,8.599942356062477700e-01
